volume1_dest,snapmirror.d7c38d46-3b96-11ea-b678-00a098f287b7_2163012426.2023-07-07_040500
volume2_dest,snapmirror.d7c38d46-3b96-11ea-b678-00a098f287b7_2163012418.2023-07-07_040500
volume3_dest,snapmirror.d7c38d46-3b96-11ea-b678-00a098f287b7_2163012419.2023-07-07_040500
